item,category,department,sell_price,quantity_real,quantity_pred,revenue_real,revenue_pred,porcent_diff
ACCESORIES_1_040,ACCESORIES,ACCESORIES_1,17.2501,296,155,5106.0296,2673.7655,90.96774193548387
ACCESORIES_1_041,ACCESORIES,ACCESORIES_1,5.6126,61,102,342.36859999999996,572.4852,40.19607843137255
ACCESORIES_1_042,ACCESORIES,ACCESORIES_1,10.4139,114,195,1187.1846,2030.7105,41.53846153846154
ACCESORIES_1_043,ACCESORIES,ACCESORIES_1,0.931,814,764,757.8340000000001,711.284,6.544502617801047
ACCESORIES_1_044,ACCESORIES,ACCESORIES_1,1.9684,95,100,186.998,196.84,5.0
ACCESORIES_1_045,ACCESORIES,ACCESORIES_1,14.0714,29,102,408.0706,1435.2828,71.56862745098039
ACCESORIES_1_046,ACCESORIES,ACCESORIES_1,24.8976,144,131,3585.2544000000003,3261.5856,9.923664122137405
ACCESORIES_1_047,ACCESORIES,ACCESORIES_1,2.1679,23,225,49.8617,487.7775,89.77777777777777
ACCESORIES_1_047,ACCESORIES,ACCESORIES_1,2.3541,117,225,275.42969999999997,529.6725,48.0
ACCESORIES_1_048,ACCESORIES,ACCESORIES_1,0.6384,2103,1290,1342.5552,823.536,63.0232558139535
ACCESORIES_1_049,ACCESORIES,ACCESORIES_1,10.4804,114,171,1194.7656,1792.1483999999998,33.33333333333333
ACCESORIES_1_050,ACCESORIES,ACCESORIES_1,13.0872,44,118,575.8367999999999,1544.2895999999998,62.71186440677966
ACCESORIES_1_050,ACCESORIES,ACCESORIES_1,14.6034,123,118,1796.2182,1723.2012,4.23728813559322
ACCESORIES_1_051,ACCESORIES,ACCESORIES_1,7.9534,58,104,461.29720000000003,827.1536,44.230769230769226
ACCESORIES_1_052,ACCESORIES,ACCESORIES_1,7.8204,32,104,250.2528,813.3216,69.23076923076923
ACCESORIES_1_053,ACCESORIES,ACCESORIES_1,5.2801,108,110,570.2508,580.811,1.8181818181818181
ACCESORIES_1_054,ACCESORIES,ACCESORIES_1,3.9501,38,139,150.1038,549.0639,72.66187050359713
ACCESORIES_1_055,ACCESORIES,ACCESORIES_1,11.9434,325,143,3881.605,1707.9062000000001,127.27272727272727
ACCESORIES_1_056,ACCESORIES,ACCESORIES_1,1.2502,559,435,698.8618,543.837,28.50574712643678
ACCESORIES_1_057,ACCESORIES,ACCESORIES_1,6.4904,132,143,856.7328,928.1272,7.6923076923076925
ACCESORIES_1_058,ACCESORIES,ACCESORIES_1,9.31,2,143,18.62,1331.3300000000002,98.6013986013986
ACCESORIES_1_058,ACCESORIES,ACCESORIES_1,11.7306,51,143,598.2606000000001,1677.4758000000002,64.33566433566433
ACCESORIES_1_060,ACCESORIES,ACCESORIES_1,35.8834,37,514,1327.6858,18444.067600000002,92.80155642023347
ACCESORIES_1_060,ACCESORIES,ACCESORIES_1,39.8468,58,514,2311.1144,20481.2552,88.715953307393
ACCESORIES_1_061,ACCESORIES,ACCESORIES_1,3.7639,89,137,334.9871,515.6543,35.03649635036496
ACCESORIES_1_062,ACCESORIES,ACCESORIES_1,1.2901,40,208,51.604,268.3408,80.76923076923077
ACCESORIES_1_063,ACCESORIES,ACCESORIES_1,7.2751,65,152,472.8815,1105.8152,57.23684210526315
ACCESORIES_1_064,ACCESORIES,ACCESORIES_1,16.9841,145,172,2462.6945,2921.2652000000003,15.69767441860465
ACCESORIES_1_064,ACCESORIES,ACCESORIES_1,17.2501,220,172,3795.022,2967.0172,27.906976744186046
ACCESORIES_1_065,ACCESORIES,ACCESORIES_1,6.4904,30,143,194.71200000000002,928.1272,79.02097902097903
ACCESORIES_1_066,ACCESORIES,ACCESORIES_1,1.6625,132,20,219.45000000000002,33.25,560.0
ACCESORIES_1_067,ACCESORIES,ACCESORIES_1,0.7581,894,854,677.7414,647.4174,4.683840749414521
ACCESORIES_1_068,ACCESORIES,ACCESORIES_1,8.9908,26,146,233.76080000000002,1312.6568,82.1917808219178
ACCESORIES_1_068,ACCESORIES,ACCESORIES_1,9.31,87,146,809.97,1359.26,40.41095890410959
ACCESORIES_1_069,ACCESORIES,ACCESORIES_1,17.5959,56,155,985.3704,2727.3645,63.87096774193548
ACCESORIES_1_070,ACCESORIES,ACCESORIES_1,7.8204,30,104,234.612,813.3216,71.15384615384616
ACCESORIES_1_072,ACCESORIES,ACCESORIES_1,2.6201,147,130,385.1547,340.613,13.076923076923078
ACCESORIES_1_073,ACCESORIES,ACCESORIES_1,7.2751,191,152,1389.5441,1105.8152,25.657894736842106
ACCESORIES_1_074,ACCESORIES,ACCESORIES_1,4.8811,323,197,1576.5953,961.5767,63.95939086294417
ACCESORIES_1_075,ACCESORIES,ACCESORIES_1,8.9908,23,146,206.7884,1312.6568,84.24657534246576
ACCESORIES_1_075,ACCESORIES,ACCESORIES_1,9.31,64,146,595.84,1359.26,56.16438356164384
ACCESORIES_1_076,ACCESORIES,ACCESORIES_1,4.5619,309,227,1409.6271,1035.5512999999999,36.12334801762114
ACCESORIES_1_077,ACCESORIES,ACCESORIES_1,12.5818,81,141,1019.1257999999999,1774.0338,42.5531914893617
ACCESORIES_1_078,ACCESORIES,ACCESORIES_1,16.9974,227,151,3858.4098,2566.6074,50.331125827814574
ACCESORIES_1_079,ACCESORIES,ACCESORIES_1,10.4804,173,171,1813.1091999999999,1792.1483999999998,1.1695906432748537
ACCESORIES_1_080,ACCESORIES,ACCESORIES_1,0.7581,523,850,396.48629999999997,644.385,38.470588235294116
ACCESORIES_1_081,ACCESORIES,ACCESORIES_1,19.5776,142,165,2780.0192,3230.304,13.939393939393941
ACCESORIES_1_082,ACCESORIES,ACCESORIES_1,5.0274,39,149,196.0686,749.0826,73.8255033557047
ACCESORIES_1_082,ACCESORIES,ACCESORIES_1,5.6924,0,149,0.0,848.1676,100.0
ACCESORIES_1_083,ACCESORIES,ACCESORIES_1,21.1736,94,120,1990.3184,2540.832,21.666666666666668
ACCESORIES_1_084,ACCESORIES,ACCESORIES_1,5.2402,319,120,1671.6237999999998,628.824,165.83333333333334
ACCESORIES_1_085,ACCESORIES,ACCESORIES_1,19.5776,180,165,3523.968,3230.304,9.090909090909092
ACCESORIES_1_086,ACCESORIES,ACCESORIES_1,10.9858,116,158,1274.3528,1735.7564,26.582278481012654
ACCESORIES_1_086,ACCESORIES,ACCESORIES_1,11.1454,90,158,1003.086,1760.9732000000001,43.037974683544306
ACCESORIES_1_087,ACCESORIES,ACCESORIES_1,15.8669,43,181,682.2767,2871.9089,76.24309392265194
ACCESORIES_1_087,ACCESORIES,ACCESORIES_1,17.1304,19,181,325.47760000000005,3100.6024,89.50276243093923
ACCESORIES_1_088,ACCESORIES,ACCESORIES_1,3.4181,112,102,382.8272,348.64619999999996,9.803921568627452
ACCESORIES_1_089,ACCESORIES,ACCESORIES_1,10.6001,268,154,2840.8268,1632.4153999999999,74.02597402597402
ACCESORIES_1_090,ACCESORIES,ACCESORIES_1,1.4364,570,642,818.7479999999999,922.1687999999999,11.214953271028037
ACCESORIES_1_091,ACCESORIES,ACCESORIES_1,0.931,186,764,173.166,711.284,75.6544502617801
ACCESORIES_1_092,ACCESORIES,ACCESORIES_1,3.1654,104,133,329.2016,420.9982,21.804511278195488
ACCESORIES_1_093,ACCESORIES,ACCESORIES_1,24.5518,13,134,319.1734,3289.9412,90.29850746268657
ACCESORIES_1_093,ACCESORIES,ACCESORIES_1,26.5468,44,134,1168.0592000000001,3557.2712,67.16417910447761
ACCESORIES_1_094,ACCESORIES,ACCESORIES_1,17.2501,69,155,1190.2569,2673.7655,55.483870967741936
ACCESORIES_1_095,ACCESORIES,ACCESORIES_1,10.2144,85,195,868.2239999999999,1991.808,56.41025641025641
ACCESORIES_1_097,ACCESORIES,ACCESORIES_1,5.6392,129,139,727.4567999999999,783.8488,7.194244604316546
ACCESORIES_1_098,ACCESORIES,ACCESORIES_1,18.5934,230,184,4276.482,3421.1856,25.0
ACCESORIES_1_099,ACCESORIES,ACCESORIES_1,18.5934,304,184,5652.393599999999,3421.1856,65.21739130434783
ACCESORIES_1_100,ACCESORIES,ACCESORIES_1,15.0024,114,114,1710.2736,1710.2736,0.0
ACCESORIES_1_102,ACCESORIES,ACCESORIES_1,6.6234,45,152,298.053,1006.7568,70.39473684210526
ACCESORIES_1_103,ACCESORIES,ACCESORIES_1,0.931,1036,764,964.5160000000001,711.284,35.602094240837694
ACCESORIES_1_104,ACCESORIES,ACCESORIES_1,31.8934,93,514,2966.0862,16393.2076,81.90661478599222
ACCESORIES_1_105,ACCESORIES,ACCESORIES_1,8.8844,156,175,1385.9663999999998,1554.77,10.857142857142858
ACCESORIES_1_106,ACCESORIES,ACCESORIES_1,3.4181,100,102,341.81,348.64619999999996,1.9607843137254901
ACCESORIES_1_107,ACCESORIES,ACCESORIES_1,5.2934,79,110,418.1786,582.274,28.18181818181818
ACCESORIES_1_108,ACCESORIES,ACCESORIES_1,17.2634,243,155,4195.0062,2675.827,56.774193548387096
ACCESORIES_1_109,ACCESORIES,ACCESORIES_1,6.6234,33,177,218.5722,1172.3418,81.35593220338984
ACCESORIES_1_109,ACCESORIES,ACCESORIES_1,8.1396,67,177,545.3532,1440.7092,62.14689265536724
ACCESORIES_1_110,ACCESORIES,ACCESORIES_1,4.8811,59,197,287.9849,961.5767,70.05076142131979
ACCESORIES_1_111,ACCESORIES,ACCESORIES_1,3.5112,18,230,63.2016,807.576,92.17391304347827
ACCESORIES_1_111,ACCESORIES,ACCESORIES_1,3.8836,85,230,330.106,893.228,63.04347826086957
ACCESORIES_1_112,ACCESORIES,ACCESORIES_1,1.2236,1,127,1.2236,155.3972,99.21259842519686
ACCESORIES_1_112,ACCESORIES,ACCESORIES_1,3.6176,34,127,122.9984,459.4352,73.22834645669292
ACCESORIES_1_113,ACCESORIES,ACCESORIES_1,1.9551,58,219,113.39580000000001,428.1669,73.51598173515981
ACCESORIES_1_114,ACCESORIES,ACCESORIES_1,7.9401,49,104,389.0649,825.7704,52.88461538461539
ACCESORIES_1_115,ACCESORIES,ACCESORIES_1,0.8512,40,758,34.048,645.2096,94.72295514511873
ACCESORIES_1_115,ACCESORIES,ACCESORIES_1,0.9044,408,758,368.9952,685.5352,46.17414248021108
ACCESORIES_1_116,ACCESORIES,ACCESORIES_1,8.6051,159,122,1368.2109,1049.8222,30.327868852459016
ACCESORIES_1_117,ACCESORIES,ACCESORIES_1,16.8644,41,151,691.4404,2546.5244,72.84768211920529
ACCESORIES_1_118,ACCESORIES,ACCESORIES_1,14.7896,47,114,695.1112,1686.0144,58.77192982456141
ACCESORIES_1_119,ACCESORIES,ACCESORIES_1,2.1679,66,225,143.0814,487.7775,70.66666666666667
ACCESORIES_1_119,ACCESORIES,ACCESORIES_1,2.3541,133,225,313.0953,529.6725,40.88888888888889
ACCESORIES_1_120,ACCESORIES,ACCESORIES_1,13.0872,23,118,301.00559999999996,1544.2895999999998,80.50847457627118
ACCESORIES_1_120,ACCESORIES,ACCESORIES_1,14.6034,80,118,1168.272,1723.2012,32.20338983050847
ACCESORIES_1_120,ACCESORIES,ACCESORIES_1,14.9359,2,118,29.8718,1762.4362,98.30508474576271
ACCESORIES_1_121,ACCESORIES,ACCESORIES_1,1.4896,116,310,172.7936,461.776,62.58064516129033
ACCESORIES_1_122,ACCESORIES,ACCESORIES_1,2.1679,37,225,80.2123,487.7775,83.55555555555556
ACCESORIES_1_122,ACCESORIES,ACCESORIES_1,2.3541,168,225,395.48879999999997,529.6725,25.333333333333336
ACCESORIES_1_123,ACCESORIES,ACCESORIES_1,10.6134,133,154,1411.5822,1634.4636,13.636363636363635
ACCESORIES_1_124,ACCESORIES,ACCESORIES_1,7.9534,169,104,1344.1246,827.1536,62.5
ACCESORIES_1_125,ACCESORIES,ACCESORIES_1,5.7456,3,112,17.2368,643.5072,97.32142857142857
ACCESORIES_1_125,ACCESORIES,ACCESORIES_1,15.6009,79,112,1232.4711,1747.3008,29.464285714285715
ACCESORIES_1_126,ACCESORIES,ACCESORIES_1,12.7414,133,135,1694.6062000000002,1720.0890000000002,1.4814814814814816
ACCESORIES_1_127,ACCESORIES,ACCESORIES_1,1.6226,135,383,219.05100000000002,621.4558000000001,64.75195822454309
ACCESORIES_1_128,ACCESORIES,ACCESORIES_1,10.6001,20,145,212.00199999999998,1537.0145,86.20689655172413
ACCESORIES_1_128,ACCESORIES,ACCESORIES_1,11.6641,47,145,548.2126999999999,1691.2945,67.58620689655173
ACCESORIES_1_129,ACCESORIES,ACCESORIES_1,6.4904,181,143,1174.7624,928.1272,26.573426573426573
ACCESORIES_1_130,ACCESORIES,ACCESORIES_1,3.6309,176,182,639.0384,660.8238,3.296703296703297
ACCESORIES_1_131,ACCESORIES,ACCESORIES_1,0.9044,375,764,339.15,690.9616,50.916230366492144
ACCESORIES_1_132,ACCESORIES,ACCESORIES_1,5.2934,236,110,1249.2424,582.274,114.54545454545455
ACCESORIES_1_133,ACCESORIES,ACCESORIES_1,16.2792,10,133,162.792,2165.1336,92.4812030075188
ACCESORIES_1_133,ACCESORIES,ACCESORIES_1,17.1304,6,133,102.78240000000001,2278.3432000000003,95.48872180451127
ACCESORIES_1_134,ACCESORIES,ACCESORIES_1,5.1471,764,119,3932.3844,612.5049,542.0168067226891
ACCESORIES_1_135,ACCESORIES,ACCESORIES_1,24.5518,38,177,932.9684,4345.6686,78.53107344632768
ACCESORIES_1_135,ACCESORIES,ACCESORIES_1,27.1054,55,177,1490.797,4797.6557999999995,68.92655367231639
ACCESORIES_1_136,ACCESORIES,ACCESORIES_1,6.4904,25,143,162.26,928.1272,82.51748251748252
ACCESORIES_1_137,ACCESORIES,ACCESORIES_1,11.9434,143,143,1707.9062000000001,1707.9062000000001,0.0
ACCESORIES_1_138,ACCESORIES,ACCESORIES_1,7.8204,80,104,625.6320000000001,813.3216,23.076923076923077
ACCESORIES_1_139,ACCESORIES,ACCESORIES_1,3.2718,0,187,0.0,611.8266,100.0
ACCESORIES_1_139,ACCESORIES,ACCESORIES_1,3.6442,196,187,714.2632,681.4654,4.81283422459893
ACCESORIES_1_140,ACCESORIES,ACCESORIES_1,1.4896,116,310,172.7936,461.776,62.58064516129033
ACCESORIES_1_141,ACCESORIES,ACCESORIES_1,18.5934,390,184,7251.4259999999995,3421.1856,111.95652173913044
ACCESORIES_1_142,ACCESORIES,ACCESORIES_1,1.2502,514,435,642.6028,543.837,18.160919540229887
ACCESORIES_1_143,ACCESORIES,ACCESORIES_1,10.6001,49,145,519.4049,1537.0145,66.20689655172414
ACCESORIES_1_143,ACCESORIES,ACCESORIES_1,11.6641,43,145,501.55629999999996,1691.2945,70.34482758620689
ACCESORIES_1_144,ACCESORIES,ACCESORIES_1,15.0024,122,115,1830.2928,1725.276,6.086956521739131
ACCESORIES_1_145,ACCESORIES,ACCESORIES_1,1.7024,114,99,194.0736,168.5376,15.151515151515152
ACCESORIES_1_145,ACCESORIES,ACCESORIES_1,1.7955,7,99,12.5685,177.7545,92.92929292929293
ACCESORIES_1_146,ACCESORIES,ACCESORIES_1,6.4638,226,154,1460.8188,995.4252,46.75324675324675
ACCESORIES_1_147,ACCESORIES,ACCESORIES_1,13.2601,735,176,9746.173499999999,2333.7776,317.6136363636364
ACCESORIES_1_148,ACCESORIES,ACCESORIES_1,6.4904,322,143,2089.9088,928.1272,125.17482517482517
ACCESORIES_1_149,ACCESORIES,ACCESORIES_1,2.0748,114,219,236.52720000000002,454.38120000000004,47.94520547945205
ACCESORIES_1_150,ACCESORIES,ACCESORIES_1,2.1679,47,225,101.8913,487.7775,79.11111111111111
ACCESORIES_1_150,ACCESORIES,ACCESORIES_1,2.3541,112,225,263.6592,529.6725,50.22222222222222
ACCESORIES_1_151,ACCESORIES,ACCESORIES_1,7.2751,142,152,1033.0642,1105.8152,6.578947368421052
ACCESORIES_1_152,ACCESORIES,ACCESORIES_1,6.4638,138,153,892.0044,988.9614,9.803921568627452
ACCESORIES_1_153,ACCESORIES,ACCESORIES_1,8.4854,397,176,3368.7038000000002,1493.4304,125.56818181818181
ACCESORIES_1_154,ACCESORIES,ACCESORIES_1,3.325,139,216,462.175,718.2,35.648148148148145
ACCESORIES_1_154,ACCESORIES,ACCESORIES_1,3.8304,219,216,838.8576,827.3664,1.3888888888888888
ACCESORIES_1_155,ACCESORIES,ACCESORIES_1,25.2434,407,131,10274.0638,3306.8854,210.68702290076337
ACCESORIES_1_156,ACCESORIES,ACCESORIES_1,2.1679,56,235,121.4024,509.4565,76.17021276595744
ACCESORIES_1_156,ACCESORIES,ACCESORIES_1,2.3541,148,235,348.4068,553.2135,37.02127659574468
ACCESORIES_1_157,ACCESORIES,ACCESORIES_1,15.0024,131,114,1965.3144,1710.2736,14.912280701754385
ACCESORIES_1_158,ACCESORIES,ACCESORIES_1,30.5634,1505,514,45997.917,15709.5876,192.80155642023345
ACCESORIES_1_159,ACCESORIES,ACCESORIES_1,4.3092,144,107,620.5247999999999,461.08439999999996,34.57943925233645
ACCESORIES_1_160,ACCESORIES,ACCESORIES_1,24.5518,52,134,1276.6936,3289.9412,61.19402985074627
ACCESORIES_1_160,ACCESORIES,ACCESORIES_1,26.5468,68,134,1805.1824000000001,3557.2712,49.25373134328358
ACCESORIES_1_161,ACCESORIES,ACCESORIES_1,0.931,195,764,181.54500000000002,711.284,74.47643979057592
ACCESORIES_1_162,ACCESORIES,ACCESORIES_1,5.2934,50,110,264.67,582.274,54.54545454545454
ACCESORIES_1_163,ACCESORIES,ACCESORIES_1,11.4912,14,144,160.8768,1654.7327999999998,90.27777777777779
ACCESORIES_1_163,ACCESORIES,ACCESORIES_1,12.5286,40,144,501.144,1804.1184,72.22222222222221
ACCESORIES_1_163,ACCESORIES,ACCESORIES_1,14.4172,4,144,57.6688,2076.0768,97.22222222222221
ACCESORIES_1_164,ACCESORIES,ACCESORIES_1,11.9301,203,143,2421.8103,1706.0042999999998,41.95804195804196
ACCESORIES_1_165,ACCESORIES,ACCESORIES_1,6.6101,41,142,271.0141,938.6342,71.12676056338029
ACCESORIES_1_166,ACCESORIES,ACCESORIES_1,13.2734,348,176,4619.1432,2336.1184000000003,97.72727272727273
ACCESORIES_1_167,ACCESORIES,ACCESORIES_1,0.9044,414,764,374.4216,690.9616,45.811518324607334
ACCESORIES_1_168,ACCESORIES,ACCESORIES_1,6.4239,254,154,1631.6706,989.2805999999999,64.93506493506493
ACCESORIES_1_169,ACCESORIES,ACCESORIES_1,0.7581,693,852,525.3633,645.9012,18.661971830985916
ACCESORIES_1_170,ACCESORIES,ACCESORIES_1,23.9001,44,131,1051.6044,3130.9130999999998,66.41221374045801
ACCESORIES_1_171,ACCESORIES,ACCESORIES_1,3.325,49,214,162.925,711.5500000000001,77.10280373831776
ACCESORIES_1_171,ACCESORIES,ACCESORIES_1,3.8304,101,214,386.8704,819.7056,52.80373831775701
ACCESORIES_1_172,ACCESORIES,ACCESORIES_1,3.9634,162,138,642.0708,546.9492,17.391304347826086
ACCESORIES_1_173,ACCESORIES,ACCESORIES_1,14.5901,142,114,2071.7942,1663.2713999999999,24.561403508771928
ACCESORIES_1_174,ACCESORIES,ACCESORIES_1,6.4904,24,143,155.7696,928.1272,83.21678321678321
ACCESORIES_1_175,ACCESORIES,ACCESORIES_1,2.6201,25,130,65.5025,340.613,80.76923076923077
ACCESORIES_1_176,ACCESORIES,ACCESORIES_1,7.9002,89,104,703.1178,821.6208,14.423076923076922
ACCESORIES_1_177,ACCESORIES,ACCESORIES_1,5.6392,218,139,1229.3455999999999,783.8488,56.83453237410072
ACCESORIES_1_178,ACCESORIES,ACCESORIES_1,0.6384,1114,1290,711.1776,823.536,13.643410852713178
ACCESORIES_1_179,ACCESORIES,ACCESORIES_1,9.1371,376,222,3435.5496000000003,2028.4362,69.36936936936937
ACCESORIES_1_180,ACCESORIES,ACCESORIES_1,26.5734,78,131,2072.7252,3481.1154,40.458015267175576
ACCESORIES_1_181,ACCESORIES,ACCESORIES_1,2.6201,30,130,78.603,340.613,76.92307692307693
ACCESORIES_1_183,ACCESORIES,ACCESORIES_1,10.6134,63,154,668.6442000000001,1634.4636,59.09090909090909
ACCESORIES_1_184,ACCESORIES,ACCESORIES_1,16.8644,62,151,1045.5928,2546.5244,58.94039735099338
ACCESORIES_1_185,ACCESORIES,ACCESORIES_1,4.3092,121,107,521.4132,461.08439999999996,13.084112149532709
ACCESORIES_1_186,ACCESORIES,ACCESORIES_1,21.1736,117,119,2477.3112,2519.6584000000003,1.680672268907563
ACCESORIES_1_187,ACCESORIES,ACCESORIES_1,8.9908,27,146,242.7516,1312.6568,81.5068493150685
ACCESORIES_1_187,ACCESORIES,ACCESORIES_1,9.31,55,146,512.0500000000001,1359.26,62.328767123287676
ACCESORIES_1_188,ACCESORIES,ACCESORIES_1,17.1304,63,151,1079.2152,2586.6904000000004,58.27814569536424
ACCESORIES_1_189,ACCESORIES,ACCESORIES_1,0.6384,1408,1290,898.8671999999999,823.536,9.147286821705427
ACCESORIES_1_190,ACCESORIES,ACCESORIES_1,13.2601,33,178,437.5833,2360.2978,81.46067415730337
ACCESORIES_1_191,ACCESORIES,ACCESORIES_1,11.9301,75,143,894.7574999999999,1706.0042999999998,47.55244755244755
ACCESORIES_1_192,ACCESORIES,ACCESORIES_1,4.7082,16,118,75.3312,555.5676,86.4406779661017
ACCESORIES_1_193,ACCESORIES,ACCESORIES_1,10.6001,44,145,466.40439999999995,1537.0145,69.6551724137931
ACCESORIES_1_193,ACCESORIES,ACCESORIES_1,11.6641,100,145,1166.4099999999999,1691.2945,31.03448275862069
ACCESORIES_1_194,ACCESORIES,ACCESORIES_1,3.325,87,216,289.27500000000003,718.2,59.72222222222222
ACCESORIES_1_194,ACCESORIES,ACCESORIES_1,3.8304,273,216,1045.6992,827.3664,26.38888888888889
ACCESORIES_1_195,ACCESORIES,ACCESORIES_1,15.0024,116,114,1740.2784,1710.2736,1.7543859649122806
ACCESORIES_1_197,ACCESORIES,ACCESORIES_1,17.0772,41,151,700.1652,2578.6572,72.84768211920529
ACCESORIES_1_198,ACCESORIES,ACCESORIES_1,11.1454,174,149,1939.2996,1660.6646,16.778523489932887
ACCESORIES_1_199,ACCESORIES,ACCESORIES_1,5.2934,127,110,672.2618,582.274,15.454545454545453
ACCESORIES_1_200,ACCESORIES,ACCESORIES_1,10.4804,152,171,1593.0208,1792.1483999999998,11.11111111111111
